block,survey,survey_year,segment_dimension,segment_value,parameter,category,BEV,PHEV,All,unit,base_n,value_source,housing_type_or_tenure_breakdown_published,note
relative_propensity_vs_ny_acs,ownership,2023,all,all,tenure_share_ratio_respondents_vs_ny_households,rent,,,0.338,ratio,,derived,no,D: respondent share 0.154 / NY ACS 2020-2024 household share 0.457; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2025,all,all,residence_type_share_ratio_respondents_vs_ny_households,detached_house,,,1.868,ratio,,derived,no,D: respondent share 0.764 / NY ACS 2020-2024 household share 0.409; survey All; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2025,all,all,residence_type_share_ratio_respondents_vs_ny_households,apartment_condominium,,,0.25,ratio,,derived,no,D: respondent share 0.129 / NY ACS 2020-2024 household share 0.515; survey All; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2025,all,all,residence_type_share_ratio_respondents_vs_ny_households,attached_house,,,1.779,ratio,,derived,no,D: respondent share 0.099 / NY ACS 2020-2024 household share 0.056; survey All; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2025,all,all,residence_type_share_ratio_respondents_vs_ny_households,other,,,0.39,ratio,,derived,no,D: respondent share 0.008 / NY ACS 2020-2024 household share 0.020; survey All; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2025,all,all,tenure_share_ratio_respondents_vs_ny_households,own,,,1.593,ratio,,derived,no,D: respondent share 0.866 / NY ACS 2020-2024 household share 0.543; survey All; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2025,all,all,tenure_share_ratio_respondents_vs_ny_households,rent,,,0.294,ratio,,derived,no,D: respondent share 0.134 / NY ACS 2020-2024 household share 0.457; survey All; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2024,all,all,residence_type_share_ratio_respondents_vs_ny_households,apartment_condominium,,,0.245,ratio,,derived,no,D: respondent share 0.126 / NY ACS 2020-2024 household share 0.515; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2024,all,all,residence_type_share_ratio_respondents_vs_ny_households,attached_house,,,1.663,ratio,,derived,no,D: respondent share 0.093 / NY ACS 2020-2024 household share 0.056; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2024,all,all,residence_type_share_ratio_respondents_vs_ny_households,detached_house,,,1.879,ratio,,derived,no,D: respondent share 0.768 / NY ACS 2020-2024 household share 0.409; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2024,all,all,residence_type_share_ratio_respondents_vs_ny_households,other,,,0.629,ratio,,derived,no,D: respondent share 0.013 / NY ACS 2020-2024 household share 0.020; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2024,all,all,tenure_share_ratio_respondents_vs_ny_households,own,,,1.562,ratio,,derived,no,D: respondent share 0.849 / NY ACS 2020-2024 household share 0.543; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
relative_propensity_vs_ny_acs,adoption,2024,all,all,tenure_share_ratio_respondents_vs_ny_households,rent,,,0.331,ratio,,derived,no,D: respondent share 0.151 / NY ACS 2020-2024 household share 0.457; combined from BEV/PHEV shares weighted by technology share; = P(rebate|type)/P(rebate) only if survey is unbiased; survey 'attached house' includes duplex/triplex which ACS counts as 2-4 units; new-vehicle rebate recipients only
